response,previous_response,contrast,previous_contrast,orientation,ID,predictor,Gl_Prob_State_ext,Gl_Prob_State_int,correct,prev_resp_congruent,contrast_congruent,State
0,1,-1,1,,12,2,0.9627302259180144,0.03726977408201098,1,0,1,1
1,-1,2,0,10.0,12,-1,0.9617869131733464,0.038213086826661795,1,0,1,1
1,1,1,2,-2.0,12,3,0.9579802507224434,0.04201974927765612,1,0,1,1
1,1,1,1,2.0,12,2,0.9581541334277295,0.04184586657237213,1,0,1,1
0,1,-1,1,,12,2,0.9623129212347196,0.037687078765334045,1,0,1,1
0,-1,-1,0,,12,-1,0.9598149867964016,0.040185013203545096,1,1,1,1
0,-1,1,0,0.0,12,-1,0.9612491618083691,0.03875083819167218,0,1,0,1
1,-1,1,1,-3.0,12,0,0.9792064823425012,0.020793517657477882,1,0,1,1
0,1,-1,1,,12,2,0.9883666369533328,0.011633363046636536,1,0,1,1
1,-1,-1,0,,12,-1,0.9930615829076932,0.006938417092367298,0,0,0,1
0,1,-1,0,,12,1,0.99351954874154,0.006480451258463835,1,0,1,1
1,-1,2,0,-10.0,12,-1,0.9925060705518709,0.00749392944821139,1,0,1,1
0,1,-1,2,,12,3,0.9914760884480631,0.00852391155187522,1,0,1,1
0,-1,-1,0,,12,-1,0.9882119530487935,0.011788046951125676,1,1,1,1
0,-1,-1,0,,12,-1,0.9881835717074806,0.01181642829249175,1,1,1,1
1,-1,1,0,3.0,12,-1,0.991390232788558,0.008609767211448103,1,0,1,1
0,1,-1,1,,12,2,0.9923547773703973,0.007645222629708791,1,0,1,1
1,-1,2,0,-10.0,12,-1,0.991533351237165,0.008466648762898198,1,0,1,1
0,1,-1,2,,12,3,0.9905642538347113,0.009435746165239728,1,0,1,1
0,-1,-1,0,,12,-1,0.9871408835702123,0.01285911642988811,1,1,1,1
1,-1,1,0,0.0,12,-1,0.9869971512151425,0.013002848784864417,1,0,1,1
0,1,1,1,3.0,12,2,0.983731386081489,0.016268613918482708,0,0,0,1
1,-1,2,1,10.0,12,0,0.9707193762423314,0.029280623757778936,1,0,1,1
1,1,-1,2,,12,3,0.9526274999267662,0.04737250007331901,0,0,0,1
1,1,1,0,3.0,12,1,0.9519030400264831,0.0480969599736305,1,0,1,1
1,1,1,1,0.0,12,2,0.9552509530031345,0.04474904699684288,1,0,1,1
0,1,-1,1,,12,2,0.9627551846293234,0.03724481537059771,1,0,1,1
1,-1,1,0,3.0,12,-1,0.9632879022768005,0.036712097723283765,1,0,1,1
1,1,1,1,0.0,12,2,0.95710103510798,0.04289896489196469,1,0,1,1
0,1,-1,1,,12,2,0.9549813841176503,0.045018615882317384,1,0,1,1
1,-1,1,0,0.0,12,-1,0.9445871720567793,0.055412827943197046,1,0,1,1
1,1,2,1,-10.0,12,2,0.9210028397036549,0.07899716029629313,1,0,1,1
1,1,1,2,3.0,12,3,0.900048262228891,0.09995173777120489,1,0,1,1
1,1,1,1,-1.0,12,2,0.8847483128966531,0.1152516871034498,1,0,1,1
1,1,-1,1,,12,2,0.8747193598525249,0.12528064014744775,0,0,0,1
0,1,-1,0,,12,1,0.8868767849546931,0.11312321504538755,1,0,1,1
1,-1,2,0,10.0,12,-1,0.8858467859174881,0.11415321408250322,1,0,1,1
1,1,1,2,-3.0,12,3,0.8783514576186936,0.12164854238131877,1,0,1,1
1,1,1,1,1.0,12,2,0.8757565509595041,0.1242434490405167,1,0,1,1
1,1,-1,1,,12,2,0.8779970010934397,0.12200299890651488,0,0,0,1
0,1,-1,0,,12,1,0.9058047384528876,0.09419526154701156,1,0,1,1
1,-1,1,0,1.0,12,-1,0.9170428557872871,0.08295714421269175,1,0,1,1
0,1,-1,1,,12,2,0.9170260061913553,0.08297399380870107,1,0,1,1
0,-1,-1,0,,12,-1,0.9057462212699682,0.09425377872995008,1,1,1,1
0,-1,-1,0,,12,-1,0.8993468023565426,0.10065319764344641,1,1,1,1
1,-1,1,0,1.0,12,-1,0.8976672900341104,0.1023327099658693,1,0,1,1
1,1,2,1,10.0,12,2,0.8829293008776711,0.11707069912229771,1,0,1,1
1,1,1,2,0.0,12,3,0.870565791762688,0.12943420823732654,1,0,1,1
1,1,1,1,3.0,12,2,0.8633618217270039,0.13663817827295116,1,0,1,1
1,1,1,1,0.0,12,2,0.8611367579907229,0.1388632420092702,1,0,1,1
0,1,-1,1,,12,2,0.863834809170958,0.1361651908289698,1,0,1,1
0,-1,-1,0,,12,-1,0.8522230099555337,0.1477769900443632,1,1,1,1
0,-1,-1,0,,12,-1,0.845817678266614,0.15418232173347624,1,1,1,1
0,-1,-1,0,,12,-1,0.8444582064296777,0.1555417935702577,1,1,1,1
1,-1,1,0,2.0,12,-1,0.8481105069662692,0.15188949303380217,1,0,1,1
1,1,2,1,-10.0,12,2,0.8367278851057685,0.16327211489427274,1,0,1,1
0,1,-1,2,,12,3,0.8275494787764937,0.17245052122358812,1,0,1,1
0,-1,-1,0,,12,-1,0.7986189351899861,0.20138106480992535,1,1,1,1
0,-1,1,0,2.0,12,-1,0.7763301030129179,0.22366989698717887,0,1,0,1
0,-1,-1,1,,12,0,0.7820038485157459,0.21799615148429924,1,1,1,1
0,-1,-1,0,,12,-1,0.7930682996392419,0.20693170036078493,1,1,1,1
1,-1,2,0,10.0,12,-1,0.8098008870998659,0.1901991129001646,1,0,1,1
1,1,1,2,-1.0,12,3,0.817048714955766,0.18295128504432967,1,0,1,1
1,1,1,1,2.0,12,2,0.829678059124779,0.1703219408752129,1,0,1,1
1,1,1,1,-3.0,12,2,0.848005588546232,0.15199441145384707,1,0,1,1
0,1,-1,1,,12,2,0.8724908488005999,0.1275091511994533,1,0,1,1
1,-1,1,0,0.0,12,-1,0.8801805230643096,0.1198194769357108,1,0,1,1
0,1,-1,1,,12,2,0.8747111591601007,0.12528884083981542,1,0,1,1
0,-1,-1,0,,12,-1,0.8534962231578496,0.14650377684226037,1,1,1,1
0,-1,-1,0,,12,-1,0.8381382282084483,0.1618617717916492,1,1,1,1
0,-1,-1,0,,12,-1,0.8282520870182555,0.171747912981729,1,1,1,1
0,-1,-1,0,,12,-1,0.82358991388564,0.17641008611435022,1,1,1,1
0,-1,-1,0,,12,-1,0.824034809199583,0.17596519080051407,1,1,1,1
1,-1,-1,0,,12,-1,0.8295979282919665,0.17040207170814625,0,0,0,1
1,1,-1,0,,12,1,0.8087037874286663,0.1912962125713779,0,0,0,1
1,1,1,0,2.0,12,1,0.8143674387345813,0.18563256126538788,1,0,1,1
0,1,-1,1,,12,2,0.8253435511865843,0.1746564488134162,1,0,1,1
1,-1,1,0,2.0,12,-1,0.8203181709377457,0.1796818290622533,1,0,1,1
1,1,1,1,-1.0,12,2,0.7969147297517611,0.20308527024819098,1,0,1,1
1,1,-1,1,,12,2,0.7796642959201994,0.22033570407975137,0,0,0,1
1,1,1,0,0.0,12,1,0.7895117626087436,0.21048823739115907,1,0,1,1
1,1,2,1,-10.0,12,2,0.8049548423433185,0.19504515765675068,1,0,1,1
1,1,1,2,-1.0,12,3,0.8225781261721826,0.1774218738277041,1,0,1,1
0,1,-1,1,,12,2,0.8463482523828335,0.15365174761715059,1,0,1,1
0,-1,-1,0,,12,-1,0.8525450252499306,0.14745497475006764,1,1,1,1
0,-1,-1,0,,12,-1,0.8639360446856749,0.1360639553144377,1,1,1,1
0,-1,-1,0,,12,-1,0.8808069297997031,0.11919307020023058,1,1,1,1
1,-1,1,0,0.0,12,-1,0.9035807021855667,0.09641929781438618,1,0,1,1
0,1,-1,1,,12,2,0.9114201983951128,0.0885798016049836,1,0,1,1
0,-1,1,0,3.0,12,-1,0.9080328190140194,0.09196718098600412,0,1,0,1
1,-1,2,1,-10.0,12,0,0.9252824832664077,0.07471751673357444,1,0,1,1
1,1,1,2,-3.0,12,3,0.9359967920820729,0.06400320791800607,1,0,1,1
1,1,1,1,3.0,12,2,0.951664674093771,0.048335325906264257,1,0,1,1
0,1,1,1,1.0,12,2,0.9726789867222736,0.027321013277633442,0,0,0,1
1,-1,1,1,-2.0,12,0,0.9785291326971288,0.021470867302760765,1,0,1,1
1,1,2,1,10.0,12,2,0.9795283165090614,0.02047168349087471,1,0,1,1
0,1,-1,2,,12,3,0.9829193339576107,0.01708066604239714,1,0,1,1
1,-1,1,0,-1.0,12,-1,0.9824666113738075,0.017533388626120753,1,0,1,1
1,1,-1,1,,12,2,0.9779560503098297,0.02204394969014162,0,0,0,1
0,1,-1,0,,12,1,0.9847150915294537,0.015284908470463312,1,0,1,1
1,-1,1,0,-1.0,12,-1,0.9872698391451932,0.012730160854914789,1,0,1,1
1,1,2,1,-10.0,12,2,0.9868284668139059,0.013171533186147808,1,0,1,1
0,1,-1,2,,12,3,0.9887572424829514,0.011242757517132168,1,0,1,1
1,-1,1,0,-2.0,12,-1,0.9880311457857853,0.011968854214121786,1,0,1,1
0,1,-1,1,,12,2,0.9843067960709229,0.015693203929143362,1,0,1,1
1,-1,1,0,1.0,12,-1,0.9758228995061778,0.024177100493741468,1,0,1,1
1,1,2,1,10.0,12,2,0.9585673101256047,0.041432689874350684,1,0,1,1
1,1,-1,2,,12,3,0.9439017832576171,0.056098216742379504,0,0,0,1
0,1,-1,0,,12,1,0.9463590434584326,0.05364095654162266,1,0,1,1
1,-1,1,0,-1.0,12,-1,0.940451814717348,0.05954818528256496,1,0,1,1
1,1,1,1,-1.0,12,2,0.9233864910797283,0.07661350892037382,1,0,1,1
1,1,1,1,-2.0,12,2,0.9114926710846109,0.08850732891548313,1,0,1,1
1,1,2,1,-10.0,12,2,0.9044721283704488,0.09552787162946019,1,0,1,1
1,1,-1,2,,12,3,0.8997928357506051,0.10020716424950217,0,0,0,1
0,1,-1,0,,12,1,0.9161222359602574,0.08387776403974917,1,0,1,1
0,-1,-1,0,,12,-1,0.9200463257570052,0.07995367424293667,1,1,1,1
0,-1,-1,0,,12,-1,0.928589888899557,0.07141011110036025,1,1,1,1
1,-1,1,0,1.0,12,-1,0.9419671472066282,0.05803285279332046,1,0,1,1
1,1,1,1,-1.0,12,2,0.9453362381011566,0.05466376189885538,1,0,1,1
1,1,1,1,2.0,12,2,0.9530066867269218,0.046993313273035235,1,0,1,1
0,1,-1,1,,12,2,0.9651708223767421,0.03482917762333238,1,0,1,1
1,-1,2,0,10.0,12,-1,0.9694789561595061,0.03052104384048862,1,0,1,1
1,1,1,2,-2.0,12,3,0.9713843042345385,0.02861569576552477,1,0,1,1
0,1,1,1,-1.0,12,2,0.9770774268985793,0.022922573101308595,0,0,0,1
0,-1,-1,1,,12,0,0.9740860058711996,0.02591399412889436,1,1,1,1
1,-1,1,0,0.0,12,-1,0.9747383679401364,0.02526163205993644,1,0,1,1
1,1,-1,1,,12,2,0.9702293462662634,0.029770653733630158,0,0,0,1
0,1,-1,0,,12,1,0.9784538948935233,0.02154610510637638,1,0,1,1
1,-1,1,0,-1.0,12,-1,0.9812750483205077,0.018724951679491945,1,0,1,1
1,1,2,1,-10.0,12,2,0.9800269670069195,0.01997303299305487,1,0,1,1
0,1,-1,2,,12,3,0.9811633351625909,0.01883666483749395,1,0,1,1
0,-1,1,0,3.0,12,-1,0.9782048387809761,0.02179516121891587,0,1,0,1
1,-1,1,1,0.0,12,0,0.9867142903521546,0.013285709647768337,1,0,1,1
0,1,-1,1,,12,2,0.9907673150094926,0.009232684990615482,1,0,1,1
1,-1,1,0,0.0,12,-1,0.9922806412752998,0.007719358724632356,1,0,1,1
0,1,-1,1,,12,2,0.9919699409912213,0.00803005900874188,1,0,1,1
1,-1,-1,0,,12,-1,0.9896882799173312,0.01031172008266645,0,0,0,1
1,1,-1,0,,12,1,0.9805496547587305,0.01945034524125766,0,0,0,1
1,1,2,0,10.0,12,1,0.9826067665952958,0.01739323340478669,1,0,1,1
0,1,-1,2,,12,3,0.9870591331355423,0.012940866864459144,1,0,1,1
0,-1,-1,0,,12,-1,0.9882091569469343,0.011790843053105425,1,1,1,1
1,-1,1,0,0.0,12,-1,0.9926430543578393,0.0073569456421325955,1,0,1,1
0,1,-1,1,,12,2,0.9948199164408071,0.005180083559175906,1,0,1,1
1,-1,2,0,10.0,12,-1,0.9957692098281917,0.004230790171878777,1,0,1,1
0,1,1,2,-1.0,12,3,0.9972281442796652,0.0027718557203840455,0,0,0,1
1,-1,1,1,-1.0,12,0,0.9970804857397897,0.002919514260248546,1,0,1,1
0,1,-1,1,,12,2,0.996675997512126,0.0033240024878601086,1,0,1,1
1,-1,1,0,1.0,12,-1,0.9958233918084611,0.004176608191621786,1,0,1,1
1,1,2,1,-10.0,12,2,0.9941194602076783,0.005880539792243284,1,0,1,1
0,1,1,2,2.0,12,3,0.994751897259195,0.005248102740718468,0,0,0,1
1,-1,1,1,-1.0,12,0,0.9923379214328518,0.0076620785671912585,1,0,1,1
1,1,1,1,-1.0,12,2,0.9874926568784352,0.012507343121646208,1,0,1,1
1,1,1,1,-3.0,12,2,0.9859773538017245,0.014022646198368413,1,0,1,1
0,1,-1,1,,12,2,0.98775401740164,0.01224598259831222,1,0,1,1
0,-1,-1,0,,12,-1,0.9866742303005386,0.013325769699436565,1,1,1,1
1,-1,1,0,-3.0,12,-1,0.9888642573793369,0.011135742620550646,1,0,1,1
0,1,-1,1,,12,2,0.9884056701537182,0.01159432984627509,1,0,1,1
1,-1,1,0,-1.0,12,-1,0.9850815967091242,0.01491840329081049,1,0,1,1
1,1,1,1,1.0,12,2,0.9773200391129161,0.022679960887088686,1,0,1,1
1,1,1,1,1.0,12,2,0.9733407401239932,0.026659259876117485,1,0,1,1
1,1,2,1,10.0,12,2,0.9730439225587721,0.02695607744131081,1,0,1,1
0,1,-1,2,,12,3,0.9751402033177616,0.02485979668228053,1,0,1,1
0,-1,-1,0,,12,-1,0.972235703695082,0.0277642963049295,1,1,1,1
0,-1,-1,0,,12,-1,0.9730168128654161,0.026983187134644943,1,1,1,1
0,-1,-1,0,,12,-1,0.9775031164071185,0.022496883592871025,1,1,1,1
1,-1,1,0,2.0,12,-1,0.985807104166619,0.014192895833382381,1,0,1,1
0,1,-1,1,,12,2,0.9896021789128461,0.010397821087156046,1,0,1,1
1,-1,-1,0,,12,-1,0.99068308127225,0.009316918727702583,0,0,0,1
0,1,-1,0,,12,1,0.986945373163048,0.013054626836973377,1,0,1,1
1,-1,1,0,0.0,12,-1,0.9789499282869233,0.021050071713186923,1,0,1,1
1,1,1,1,-3.0,12,2,0.9629155958875888,0.03708440411242503,1,0,1,1
1,1,1,1,3.0,12,2,0.9516097181427465,0.04839028185714224,1,0,1,1
0,1,-1,1,,12,2,0.9447488107905349,0.05525118920937758,1,0,1,1
1,-1,1,0,1.0,12,-1,0.9266768258997883,0.0733231741002635,1,0,1,1
1,1,-1,1,,12,2,0.8888472847698901,0.1111527152302062,0,0,0,1
1,1,2,0,-10.0,12,1,0.8803038328712847,0.11969616712863715,1,0,1,1
1,1,-1,2,,12,3,0.8740577320495364,0.12594226795035232,0,0,0,1
0,1,-1,0,,12,1,0.8904613229605995,0.10953867703944108,1,0,1,1
1,-1,1,0,-1.0,12,-1,0.8930673400013452,0.10693265999873078,1,0,1,1
1,1,-1,1,,12,2,0.8831082028127749,0.11689179718727966,0,0,0,1
1,1,-1,0,,12,1,0.8947626092326574,0.1052373907672608,0,0,0,1
0,1,-1,0,,12,1,0.938112997579484,0.061887002420420986,1,0,1,1
1,-1,2,0,10.0,12,-1,0.9596935420622841,0.04030645793770428,1,0,1,1
0,1,-1,2,,12,3,0.9748776997849615,0.02512230021493556,1,0,1,1
1,-1,1,0,2.0,12,-1,0.9820142177611534,0.017985782238810536,1,0,1,1
1,1,1,1,-2.0,12,2,0.9844780489493862,0.015521951050589884,1,0,1,1
0,1,-1,1,,12,2,0.990429128854754,0.009570871145255901,1,0,1,1
1,-1,1,0,-3.0,12,-1,0.9932827893326117,0.006717210667450331,1,0,1,1
0,1,-1,1,,12,2,0.9943885638535527,0.005611436146506563,1,0,1,1
1,-1,2,0,10.0,12,-1,0.994269387692604,0.0057306123073192425,1,0,1,1
0,1,-1,2,,12,3,0.9944460344157697,0.005553965584158706,1,0,1,1
0,-1,-1,0,,12,-1,0.9934191809993054,0.00658081900079632,1,1,1,1
1,-1,1,0,0.0,12,-1,0.9953680825838147,0.0046319174160874286,1,0,1,1
0,1,-1,1,,12,2,0.9962860910079916,0.0037139089920069125,1,0,1,1
1,-1,-1,0,,12,-1,0.996607344496466,0.0033926555035274234,0,0,0,1
0,1,-1,0,,12,1,0.9949205252826859,0.005079474717405545,1,0,1,1
1,-1,1,0,2.0,12,-1,0.9918435778830306,0.008156422116942931,1,0,1,1
1,1,1,1,-3.0,12,2,0.9859213735131301,0.014078626486885801,1,0,1,1
1,1,1,1,1.0,12,2,0.9834430490317827,0.016556950968179097,1,0,1,1
1,1,2,1,-10.0,12,2,0.9843464627813816,0.015653537218682068,1,0,1,1
0,1,-1,2,,12,3,0.9876326781023863,0.012367321897568818,1,0,1,1
1,-1,1,0,2.0,12,-1,0.9879122406901562,0.012087759309892717,1,0,1,1
0,1,1,1,3.0,12,2,0.9853173593589467,0.014682640640979258,0,0,0,1
1,-1,-1,1,,12,0,0.9740467678948223,0.02595323210508062,0,0,0,1
1,1,1,0,-1.0,12,1,0.9410349537499139,0.05896504625015204,1,0,1,1
1,1,2,1,10.0,12,2,0.9147923096606825,0.08520769033938752,1,0,1,1
0,1,-1,2,,12,3,0.8912168364561192,0.1087831635438148,1,0,1,1
0,-1,1,0,-3.0,12,-1,0.8418141629083298,0.15818583709164286,0,1,0,1
0,-1,1,1,-3.0,12,0,0.8286267579290212,0.17137324207091248,0,1,0,1
1,-1,1,1,-3.0,12,0,0.8402459583492198,0.15975404165075827,1,0,1,1
0,1,-1,1,,12,2,0.8364534155114898,0.16354658448855797,1,0,1,1
0,-1,-1,0,,12,-1,0.8154555861620124,0.18454441383805073,1,1,1,1
0,-1,1,0,-2.0,12,-1,0.8003891162890954,0.19961088371083738,0,1,0,1
1,-1,-1,1,,12,0,0.8114672114475047,0.188532788552514,0,0,0,1
1,1,1,0,-2.0,12,1,0.7957948927730063,0.20420510722693053,1,0,1,1
1,1,2,1,10.0,12,2,0.7857207190549201,0.21427928094501722,1,0,1,1
1,1,1,2,-3.0,12,3,0.7776794117672177,0.22232058823267586,1,0,1,1
1,1,1,1,-2.0,12,2,0.774934257215385,0.2250657427846686,1,0,1,1
0,1,-1,1,,12,2,0.7774164232278653,0.22258357677215015,1,0,1,1
0,-1,-1,0,,12,-1,0.7616514312470498,0.23834856875290567,1,1,1,1
0,-1,-1,0,,12,-1,0.7515359978597945,0.2484640021402215,1,1,1,1
0,-1,1,0,-2.0,12,-1,0.7468164880778059,0.2531835119222211,0,1,0,1
0,-1,1,1,-2.0,12,0,0.7713858825286936,0.22861411747119517,0,1,0,1
1,-1,1,1,1.0,12,0,0.8464996098585781,0.15350039014137232,1,0,1,1
1,1,1,1,-1.0,12,2,0.8833549298593182,0.11664507014062737,1,0,1,1
0,1,-1,1,,12,2,0.9285474530876175,0.0714525469123566,1,0,1,1
1,-1,2,0,-10.0,12,-1,0.9508408862739294,0.049159113726100497,1,0,1,1
0,1,-1,2,,12,3,0.9662611079093312,0.0337388920905813,1,0,1,1
0,-1,-1,0,,12,-1,0.9728586344805354,0.0271413655194144,1,1,1,1
1,-1,1,0,3.0,12,-1,0.9835517988908061,0.016448201109119293,1,0,1,1
0,1,-1,1,,12,2,0.9886590773769143,0.011340922622985947,1,0,1,1
1,-1,2,0,-10.0,12,-1,0.9905957689258836,0.009404231074102811,1,0,1,1
0,1,-1,2,,12,3,0.9921939073708577,0.007806092629079319,1,0,1,1
0,-1,-1,0,,12,-1,0.9919408129272624,0.008059187072796663,1,1,1,1
1,-1,1,0,0.0,12,-1,0.9947554734499899,0.0052445265500468095,1,0,1,1
0,1,-1,1,,12,2,0.9961984250375182,0.0038015749625551123,1,0,1,1
1,-1,1,0,-3.0,12,-1,0.9969520584222805,0.003047941577784283,1,0,1,1
0,1,-1,1,,12,2,0.9973727767171707,0.00262722328286472,1,0,1,1
1,-1,1,0,0.0,12,-1,0.9976595431224028,0.0023404568776774952,1,0,1,1
0,1,1,1,1.0,12,2,0.9979479732322771,0.0020520267677714165,0,0,0,1
1,-1,1,1,-2.0,12,0,0.9972016914615134,0.002798308538430803,1,0,1,1
0,1,1,1,-3.0,12,2,0.9961910684327518,0.0038089315672803917,0,0,0,1
0,-1,-1,1,,12,0,0.9924291971273452,0.007570802872581133,1,1,1,1
1,-1,2,0,-10.0,12,-1,0.9917504206105924,0.008249579389409704,1,0,1,1
0,1,-1,2,,12,3,0.9909621248560766,0.009037875143852741,1,0,1,1
1,-1,1,0,1.0,12,-1,0.9878579175895014,0.01214208241042187,1,0,1,1
1,1,1,1,3.0,12,2,0.980969778477539,0.01903022152255342,1,0,1,1
1,1,1,1,-3.0,12,2,0.9777212451418258,0.022278754858072444,1,0,1,1
1,1,1,1,-3.0,12,2,0.9780308636618059,0.0219691363382341,1,0,1,1
1,1,2,1,10.0,12,2,0.9819063974303492,0.018093602569548225,1,0,1,1
0,1,1,2,1.0,12,3,0.9881986460019047,0.011801353997999638,0,0,0,1
0,-1,-1,1,,12,0,0.9883430178898049,0.011656982110228765,1,1,1,1
1,-1,1,0,2.0,12,-1,0.9917219838099641,0.008278016189971848,1,0,1,1
0,1,1,1,-1.0,12,2,0.9928977223146046,0.007102277685462336,0,0,0,1
0,-1,-1,1,,12,0,0.9902034581711573,0.009796541828744064,1,1,1,1
1,-1,2,0,-10.0,12,-1,0.990650453601189,0.009349546398860332,1,0,1,1
0,1,-1,2,,12,3,0.9908501118238527,0.009149888176043019,1,0,1,1
1,-1,1,0,-3.0,12,-1,0.9888477367650135,0.011152263235027646,1,0,1,1
1,1,1,1,2.0,12,2,0.9836963789942348,0.01630362100582925,1,0,1,1
0,1,1,1,0.0,12,2,0.9820084632790953,0.01799153672096259,0,0,0,1
0,-1,-1,1,,12,0,0.971266322024749,0.02873367797521924,1,1,1,1
0,-1,-1,0,,12,-1,0.9646501025141836,0.03534989748572347,1,1,1,1
0,-1,1,0,3.0,12,-1,0.9619939092595171,0.038006090740459825,0,1,0,1
1,-1,2,1,10.0,12,0,0.9738519475820662,0.026148052417832853,1,0,1,1
0,1,-1,2,,12,3,0.9823012714937785,0.017698728506142177,1,0,1,1
1,-1,-1,0,,12,-1,0.9857501566570323,0.014249843342974444,0,0,0,1
0,1,-1,0,,12,1,0.9828581905146045,0.017141809485469547,1,0,1,1
0,-1,-1,0,,12,-1,0.9752893472398438,0.024710652760049766,1,1,1,1
1,-1,-1,0,,12,-1,0.9715321227618974,0.028467877238106388,0,0,0,1
1,1,1,0,-3.0,12,1,0.9543786595312351,0.04562134046876176,1,0,1,1
1,1,1,1,2.0,12,2,0.9421512835105523,0.05784871648934672,1,0,1,1
1,1,1,1,0.0,12,2,0.9345434047346994,0.06545659526536793,1,0,1,1
0,1,-1,1,,12,2,0.9313642627909026,0.06863573720916369,1,0,1,1
1,-1,1,0,2.0,12,-1,0.9172759486673222,0.0827240513327396,1,0,1,1
1,1,1,1,-2.0,12,2,0.8856159138220813,0.11438408617783127,1,0,1,1
1,1,1,1,-3.0,12,2,0.860741030335454,0.13925896966448467,1,0,1,1
1,1,-1,1,,12,2,0.8420275838748903,0.15797241612505045,0,0,0,1
1,1,2,0,-10.0,12,1,0.8480435738707753,0.15195642612911991,1,0,1,1
1,1,1,2,-3.0,12,3,0.856268617992433,0.1437313820076104,1,0,1,1
0,1,-1,1,,12,2,0.869785623278058,0.1302143767218658,1,0,1,1
1,-1,1,0,-2.0,12,-1,0.8690310066089023,0.1309689933910185,1,0,1,1
1,1,-1,1,,12,2,0.8536478998639766,0.1463521001359733,0,0,0,1
1,1,2,0,-10.0,12,1,0.8619290245792633,0.13807097542066105,1,0,1,1
0,1,-1,2,,12,3,0.8724778755539927,0.1275221244460593,1,0,1,1
0,-1,-1,0,,12,-1,0.8692646407771871,0.13073535922283797,1,1,1,1
1,-1,1,0,3.0,12,-1,0.8709291419852756,0.12907085801481166,1,0,1,1
0,1,1,1,-3.0,12,2,0.8585416352533235,0.14145836474670165,0,0,0,1
0,-1,-1,1,,12,0,0.8093729890293102,0.19062701097064402,1,1,1,1
1,-1,-1,0,,12,-1,0.7690142828888484,0.2309857171112063,0,0,0,1
1,1,2,0,-10.0,12,1,0.647536522768515,0.35246347723150645,1,0,1,1
1,1,-1,2,,12,3,0.5299737121128899,0.4700262878871107,0,0,0,1
1,1,-1,0,,12,1,0.4868570611951665,0.5131429388047992,0,0,0,2
1,1,1,0,-2.0,12,1,0.48088557349110994,0.5191144265089372,1,0,1,2
1,1,-1,1,,12,2,0.47964517617282876,0.5203548238272149,0,0,0,2
1,1,1,0,-1.0,12,1,0.5118833272545569,0.4881166727455554,1,0,1,1
0,1,-1,1,,12,2,0.5511864939158108,0.4488135060841408,1,0,1,1
0,-1,1,0,-2.0,12,-1,0.5626744154227606,0.43732558457715565,0,1,0,1
0,-1,-1,1,,12,0,0.6153203345388215,0.38467966546112126,1,1,1,1
1,-1,-1,0,,12,-1,0.6779575123661257,0.32204248763398324,0,0,0,1
1,1,2,0,-10.0,12,1,0.6919991122974122,0.30800088770257983,1,0,1,1
1,1,1,2,-3.0,12,3,0.7077980546238907,0.29220194537614913,1,0,1,1
1,1,1,1,-2.0,12,2,0.7296469117420696,0.27035308825799925,1,0,1,1
0,1,-1,1,,12,2,0.7580935232160059,0.24190647678398136,1,0,1,1
1,-1,1,0,3.0,12,-1,0.7650233068227766,0.23497669317713135,1,0,1,1
1,1,1,1,1.0,12,2,0.7537134481263482,0.24628655187366183,1,0,1,1
1,1,-1,1,,12,2,0.747842266651897,0.2521577333480957,0,0,0,1
0,1,-1,0,,12,1,0.7709206736423738,0.22907932635764186,1,0,1,1
1,-1,1,0,-3.0,12,-1,0.7741989190417395,0.22580108095828927,1,0,1,1
1,1,2,1,10.0,12,2,0.7592273280993973,0.24077267190055313,1,0,1,1
1,1,-1,2,,12,3,0.7462477248550866,0.2537522751449395,0,0,0,1
0,1,-1,0,,12,1,0.7613241644267343,0.23867583557322825,1,0,1,1
0,-1,1,0,2.0,12,-1,0.7577397104610293,0.2422602895390416,0,1,0,1
0,-1,1,1,-1.0,12,0,0.783412469612588,0.21658753038730294,0,1,0,1
1,-1,1,1,-2.0,12,0,0.8605524113371363,0.13944758866276974,1,0,1,1
1,1,2,1,10.0,12,2,0.8987550274568038,0.10124497254323087,1,0,1,1
0,1,-1,2,,12,3,0.9399058206062353,0.06009417939365547,1,0,1,1
1,-1,-1,0,,12,-1,0.9603249478074721,0.03967505219262103,0,0,0,1
1,1,1,0,-1.0,12,1,0.9645694750463288,0.03543052495377189,1,0,1,1
0,1,-1,1,,12,2,0.9728697945442647,0.027130205455699472,1,0,1,1
0,-1,-1,0,,12,-1,0.9751087589648132,0.024891241035170885,1,1,1,1
1,-1,1,0,3.0,12,-1,0.9810684900650504,0.018931509935048402,1,0,1,1
0,1,-1,1,,12,2,0.9825016579953781,0.017498342004644812,1,0,1,1
0,-1,-1,0,,12,-1,0.980086026668822,0.019913973331194337,1,1,1,1
1,-1,1,0,-2.0,12,-1,0.9811514500377609,0.018848549962140082,1,0,1,1
1,1,2,1,10.0,12,2,0.9781153158614901,0.021884684138455474,1,0,1,1
0,1,-1,2,,12,3,0.9774708901067186,0.022529109893240123,1,0,1,1
1,-1,1,0,3.0,12,-1,0.9718804941710767,0.028119505828814815,1,0,1,1
1,1,1,1,-1.0,12,2,0.9587003564890708,0.04129964351085595,1,0,1,1
1,1,1,1,2.0,12,2,0.9500299000372522,0.0499700999627737,1,0,1,1
1,1,1,1,-1.0,12,2,0.9456517212663308,0.05434827873377863,1,0,1,1
1,1,2,1,10.0,12,2,0.9454560414569072,0.054543958543011584,1,0,1,1
